PWSID,ZIPCODE
AR0000419,72342
AR0000419,72390
AR0000421,72366
AR0000421,72374
AR0000431,72432
AR0000435,72472
AR0000438,71953
AR0000441,72802
AR0000441,72823
AR0000441,72858
AR0000445,72802
AR0000445,72823
AR0000445,72858
AR0000446,72801
AR0000446,72802
AR0000446,72837
AR0000446,72847
AR0000446,72858
AR0000449,72024
AR0000449,72040
AR0000449,72060
AR0000449,72064
AR0000449,72176
AR0000454,72111
AR0000454,72121
AR0000454,72131
AR0000454,72136
AR0000454,72137
AR0000454,72143
AR0000454,72543
AR0000459,72005
AR0000459,72014
AR0000459,72036
AR0000459,72101
AR0000459,72112
AR0000459,72322
AR0000459,72324
AR0000459,72326
AR0000459,72335
AR0000459,72347
AR0000459,72372
AR0000459,72396
AR0000459,72404
AR0000459,72421
AR0000459,72429
AR0000459,72432
AR0000459,72475
AR0000459,72479
AR0000465,72002
AR0000465,72016
AR0000465,72053
AR0000465,72065
AR0000465,72070
AR0000465,72076
AR0000465,72086
AR0000465,72099
AR0000465,72103
AR0000465,72106
AR0000465,72113
AR0000465,72114
AR0000465,72116
AR0000465,72117
AR0000465,72118
AR0000465,72120
AR0000465,72122
AR0000465,72126
AR0000465,72135
AR0000465,72142
AR0000465,72183
AR0000465,72201
AR0000465,72202
AR0000465,72204
AR0000465,72205
AR0000465,72206
AR0000465,72207
AR0000465,72209
AR0000465,72210
AR0000465,72211
AR0000465,72212
AR0000465,72223
AR0000465,72227
AR0000466,72023
AR0000466,72076
AR0000466,72086
AR0000466,72099
AR0000466,72117
AR0000466,72120
AR0000474,72455
AR0000474,72476
AR0000484,72002
AR0000484,72015
AR0000484,72022
AR0000486,72002
AR0000486,72015
AR0000486,72022
AR0000486,72209
AR0000488,72015
AR0000492,72002
AR0000492,72015
AR0000492,72022
AR0000492,72209
AR0000492,72210
AR0000493,72002
AR0000493,72011
AR0000493,72065
AR0000493,72103
AR0000493,72132
AR0000493,72150
AR0000493,72206
AR0000495,72015
AR0000495,72087
AR0000495,72104
AR0000495,72167
AR0000498,72958
AR0000504,72936
AR0000506,72938
AR0000507,72901
AR0000507,72903
AR0000507,72904
AR0000507,72908
AR0000507,72916
AR0000507,72921
AR0000507,72923
AR0000507,72936
AR0000507,72941
AR0000507,72946
AR0000507,72952
AR0000507,72956
AR0000510,72933
AR0000510,72941
AR0000512,72903
AR0000512,72916
AR0000512,72921
AR0000512,72923
AR0000512,72941
AR0000512,72956
AR0000513,72916
AR0000513,72926
AR0000513,72927
AR0000513,72936
AR0000513,72937
AR0000513,72938
AR0000513,72940
AR0000513,72944
AR0000513,72945
AR0000513,72950
AR0000513,72958
AR0000520,71832
AR0000521,72513
AR0000521,72525
AR0000521,72529
AR0000521,72542
AR0000542,72560
AR0000550,71730
AR0000564,72031
AR0000564,72153
AR0000566,72704
AR0000566,72762
AR0000567,72701
AR0000567,72704
AR0000567,72717
AR0000567,72727
AR0000567,72729
AR0000567,72744
AR0000567,72749
AR0000567,72753
AR0000567,72761
AR0000567,72769
AR0000569,72701
AR0000569,72703
AR0000569,72704
AR0000569,72727
AR0000569,72730
AR0000569,72745
AR0000569,72764
AR0000569,72774
AR0000572,72704
AR0000572,72717
AR0000572,72729
AR0000572,72744
AR0000572,72749
AR0000572,72753
AR0000572,72761
AR0000572,72769
AR0000573,72730
AR0000573,72744
AR0000573,72753
AR0000574,72701
AR0000574,72704
AR0000574,72712
AR0000574,72717
AR0000574,72727
AR0000574,72729
AR0000574,72730
AR0000574,72734
AR0000574,72744
AR0000574,72753
AR0000574,72761
AR0000574,72762
AR0000574,72774
AR0000574,72934
AR0000574,72948
AR0000574,72959
AR0000575,72703
AR0000575,72704
AR0000575,72712
AR0000575,72718
AR0000575,72745
AR0000575,72758
AR0000575,72762
AR0000575,72764
AR0000579,72121
AR0000579,72523
AR0000579,72530
AR0000579,72534
AR0000579,72543
AR0000579,72550
AR0000579,72568
AR0000579,72581
AR0000583,72010
AR0000583,72020
AR0000583,72081
AR0000583,72121
AR0000583,72143
AR0000583,72179
AR0000583,72534
AR0000583,72568
AR0000586,72081
AR0000586,72085
AR0000586,72143
AR0000590,72081
AR0000590,72082
AR0000590,72136
AR0000590,72143
AR0000592,72012
AR0000594,72010
AR0000594,72060
AR0000594,72068
AR0000594,72082
AR0000594,72101
AR0000594,72143
AR0000599,72101
AR0000601,72802
AR0000601,72834
AR0000617,72821
AR0000617,72830
AR0000617,72840
AR0000617,72846
AR0000617,72854
AR0000617,72949
AR0000622,71747
AR0000622,71765
AR0000628,72601
AR0000628,72611
AR0000628,72624
AR0000628,72638
AR0000628,72662
AR0000646,72065
AR0000646,72103
AR0000646,72206
AR0000668,72701
AR0000668,72721
AR0000668,72727
AR0000668,72738
AR0000668,72740
AR0000668,72760
AR0000668,72773
AR0000668,72774
AR0000671,72354
AR0000671,72414
AR0000671,72419
AR0000671,72437
AR0000671,72438
AR0000671,72442
AR0000671,72447
AR0000674,72855
AR0000674,72928
AR0000674,72930
AR0000674,72933
AR0000674,72941
AR0000674,72949
AR0000674,72951
AR0000688,72410
AR0000688,72415
AR0000688,72416
AR0000688,72427
AR0000688,72433
AR0000688,72434
AR0000688,72445
AR0000688,72455
AR0000688,72459
AR0000688,72466
AR0000688,72476
AR0000690,72076
AR0000690,72099
AR0000697,72025
AR0000697,72110
AR0000697,72824
AR0000697,72829
AR0000697,72833
AR0000697,72834
AR0000697,72835
AR0000697,72858
AR0000704,72401
AR0000704,72412
AR0000704,72416
AR0000704,72417
AR0000704,72425
AR0000704,72450
AR0000722,72413
AR0000722,72422
AR0000722,72424
AR0000722,72425
AR0000722,72430
AR0000722,72435
AR0000722,72436
AR0000722,72441
AR0000722,72443
AR0000722,72444
AR0000722,72449
AR0000722,72450
AR0000722,72453
AR0000722,72454
AR0000722,72455
AR0000722,72456
AR0000722,72461
AR0000722,72462
AR0000722,72464
AR0000722,72470
AR0000722,72476
AR0000725,72007
AR0000725,72023
AR0000725,72076
AR0000725,72099
AR0000725,72106
AR0000725,72118
AR0000725,72120
AR0000725,72173
AR0000725,72176
AR0000727,72013
AR0000727,72027
AR0000727,72030
AR0000727,72031
AR0000727,72080
AR0000727,72141
AR0000727,72153
AR0000727,72629
AR0000727,72645
AR0000727,72650
AR0000727,72679
AR0000727,72686
AR0000727,72843
AR0000734,72007
AR0000734,72023
AR0000734,72024
AR0000734,72076
AR0000734,72086
AR0000734,72176
AR0000735,72044
AR0000735,72051
AR0000735,72130
AR0000735,72153
AR0000735,72533
AR0000735,72560
AR0000735,72610
AR0000735,72617
AR0000735,72645
AR0000735,72650
AR0000735,72663
AR0000735,72680
AR0000738,72003
AR0000738,72004
AR0000738,72024
AR0000738,72026
AR0000738,72038
AR0000738,72041
AR0000738,72042
AR0000738,72046
AR0000738,72048
AR0000738,72055
AR0000738,72064
AR0000738,72073
AR0000738,72083
AR0000738,72086
AR0000738,72117
AR0000738,72133
AR0000738,72134
AR0000738,72140
AR0000738,72142
AR0000738,72152
AR0000738,72160
AR0000738,72166
AR0000738,72168
AR0000738,72175
AR0000772,72802
AR0000772,72830
AR0000772,72837
AR0000772,72839
AR0000772,72845
AR0000772,72846
AR0000772,72847
AR0000773,72927
AR0000773,72928
AR0000773,72933
AR0000773,72936
AR0000773,72940
AR0000773,72943
AR0000773,72944
AR0000782,72802
AR0000782,72823
AR0000782,72837
AR0000782,72843
AR0000782,72847
AR0000782,72858
AR0000787,71820
AR0000787,71822
AR0000787,71836
AR0000787,71842
AR0000787,71866
AR0000800,72002
AR0000800,72103
AR0000805,71833
AR0000805,71847
AR0000805,71851
AR0000805,71852
AR0000805,71855
AR0000805,71862
AR0000805,71958
AR0000821,71901
AR0000821,71913
AR0000821,71921
AR0000821,71923
AR0000821,71929
AR0000821,71933
AR0000821,71941
AR0000821,71943
AR0000821,71964
AR0000821,71968
AR0000821,72104
AR0000821,72105
AR0000844,72032
AR0000844,72173
AR0000867,71656
AR0000867,71901
AR0000867,71909
AR0000867,71913
AR0000867,71949
AR0000867,72087
AR0000868,71823
AR0000868,71832
AR0000868,71841
AR0000868,71842
AR0000868,71846
AR0000868,71944
AS9711948,96799
AZ0401004,85925
AZ0401011,85924
AZ0401012,85936
AZ0402001,85603
AZ0402004,85635
AZ0402005,85602
AZ0402010,85635
AZ0402010,85650
AZ0402014,85607
AZ0402014,85626
AZ0402035,85643
AZ0402044,85650
AZ0402078,85613
AZ0403002,86017
AZ0403003,86336
AZ0403005,86004
AZ0403008,86001
AZ0403008,86004
AZ0403008,86005
AZ0403008,86011
AZ0403013,86005
AZ0403017,86040
AZ0403702,86023
AZ0403702,86052
AZ0403712,86040
AZ0404002,85539
AZ0404008,85501
AZ0404008,85532
AZ0404008,85539
AZ0404032,85541
AZ0404034,85544
AZ0405005,85546
AZ0405005,85551
AZ0405005,85552
AZ0406003,85540
AZ0407007,85361
AZ0407007,85387
AZ0407015,85331
AZ0407015,85377
AZ0407016,85331
AZ0407017,85268
AZ0407025,80306
AZ0407025,85001
AZ0407025,85003
AZ0407025,85004
AZ0407025,85005
AZ0407025,85006
AZ0407025,85007
AZ0407025,85008
AZ0407025,85009
AZ0407025,85012
AZ0407025,85013
AZ0407025,85014
AZ0407025,85015
AZ0407025,85016
AZ0407025,85017
AZ0407025,85018
AZ0407025,85019
AZ0407025,85020
AZ0407025,85021
AZ0407025,85022
AZ0407025,85023
AZ0407025,85024
AZ0407025,85027
AZ0407025,85028
AZ0407025,85029
AZ0407025,85031
AZ0407025,85032
AZ0407025,85033
AZ0407025,85034
AZ0407025,85035
AZ0407025,85036
AZ0407025,85037
AZ0407025,85040
AZ0407025,85041
AZ0407025,85042
AZ0407025,85043
AZ0407025,85044
AZ0407025,85045
AZ0407025,85048
AZ0407025,85050
AZ0407025,85051
AZ0407025,85053
AZ0407025,85054
AZ0407025,85058
AZ0407025,85083
AZ0407025,85085
AZ0407025,85086
AZ0407025,85087
AZ0407025,85098
AZ0407025,85250
AZ0407025,85251
AZ0407025,85253
AZ0407025,85254
AZ0407025,85255
AZ0407025,85256
AZ0407025,85257
AZ0407025,85262
AZ0407025,85304
AZ0407025,85305
AZ0407025,85307
AZ0407025,85308
AZ0407025,85310
AZ0407025,85331
AZ0407025,85339
AZ0407025,85353
AZ0407026,85085
AZ0407026,85086
AZ0407033,85140
AZ0407033,85142
AZ0407045,85390
AZ0407046,85307
AZ0407046,85309
AZ0407046,85340
AZ0407046,85392
AZ0407046,85395
AZ0407056,85250
AZ0407065,85382
AZ0407065,85383
AZ0407070,85383
AZ0407078,85326
AZ0407079,85307
AZ0407079,85340
AZ0407088,85323
AZ0407088,85353
AZ0407088,85392
AZ0407089,85326
AZ0407090,85224
AZ0407090,85225
AZ0407090,85226
AZ0407090,85248
AZ0407090,85249
AZ0407090,85286
AZ0407091,85335
AZ0407091,85378
AZ0407092,85142
AZ0407092,85206
AZ0407092,85212
AZ0407092,85233
AZ0407092,85234
AZ0407092,85236
AZ0407092,85295
AZ0407092,85296
AZ0407092,85297
AZ0407092,85298
AZ0407092,85299
AZ0407093,85301
AZ0407093,85302
AZ0407093,85303
AZ0407093,85304
AZ0407093,85305
AZ0407093,85306
AZ0407093,85307
AZ0407093,85308
AZ0407093,85310
AZ0407093,85382
AZ0407094,85338
AZ0407095,85201
AZ0407095,85202
AZ0407095,85203
AZ0407095,85204
AZ0407095,85205
AZ0407095,85206
AZ0407095,85207
AZ0407095,85208
AZ0407095,85209
AZ0407095,85210
AZ0407095,85211
AZ0407095,85212
AZ0407095,85213
AZ0407095,85214
AZ0407095,85215
AZ0407095,85234
AZ0407096,85345
AZ0407096,85381
AZ0407096,85382
AZ0407096,85383
AZ0407098,85018
AZ0407098,85250
AZ0407098,85251
AZ0407098,85252
AZ0407098,85253
AZ0407098,85254
AZ0407098,85255
AZ0407098,85256
AZ0407098,85257
AZ0407098,85258
AZ0407098,85259
AZ0407098,85260
AZ0407098,85261
AZ0407098,85262
AZ0407098,85266
AZ0407098,85267
AZ0407098,85268
AZ0407098,85281
AZ0407098,85282
AZ0407098,85331
AZ0407098,85377
AZ0407099,85351
AZ0407099,85363
AZ0407099,85373
AZ0407100,85280
AZ0407100,85281
AZ0407100,85282
AZ0407100,85283
AZ0407100,85284
AZ0407100,85288
AZ0407101,85353
AZ0407120,85248
AZ0407121,85263
AZ0407128,85396
AZ0407150,85375
AZ0407154,85326
AZ0407305,85309
AZ0407406,85323
AZ0407500,85374
AZ0407500,85379
AZ0407504,85086
AZ0407523,85375
AZ0407523,85387
AZ0407531,85375
AZ0407532,85383
AZ0407555,85326
AZ0407695,85340
AZ0407695,85355
AZ0407695,85374
AZ0407695,85379
AZ0407695,85388
AZ0407765,85396
AZ0408015,86403
AZ0408015,86404
AZ0408015,86405
AZ0408018,86442
AZ0408020,86401
AZ0408020,86402
AZ0408020,86409
AZ0408022,86403
AZ0408022,86404
AZ0408022,86405
AZ0408022,86406
AZ0408024,86436
AZ0408032,86442
AZ0408038,86413
AZ0408038,86431
AZ0408040,86440
AZ0408063,86426
AZ0408063,86440
AZ0408063,86442
AZ0408068,86429
AZ0408068,86442
AZ0408081,86413
AZ0408184,86412
AZ0409003,85929
AZ0409004,85933
AZ0409015,86025
AZ0409018,85935
AZ0409023,85935
AZ0409026,85901
AZ0409029,85937
AZ0410004,85614
AZ0410004,85622
AZ0410004,85629
AZ0410006,85743
AZ0410035,85714
AZ0410035,85756
AZ0410041,85641
AZ0410049,85614
AZ0410049,85629
AZ0410051,85705
AZ0410060,85750
AZ0410064,85614
AZ0410064,85629
AZ0410076,85704
AZ0410076,85737
AZ0410076,85741
AZ0410076,85742
AZ0410092,85743
AZ0410095,85705
AZ0410095,85706
AZ0410095,85756
AZ0410112,85641
AZ0410112,85658
AZ0410112,85701
AZ0410112,85704
AZ0410112,85705
AZ0410112,85706
AZ0410112,85707
AZ0410112,85710
AZ0410112,85711
AZ0410112,85712
AZ0410112,85713
AZ0410112,85714
AZ0410112,85715
AZ0410112,85716
AZ0410112,85718
AZ0410112,85719
AZ0410112,85730
AZ0410112,85735
AZ0410112,85736
AZ0410112,85741
AZ0410112,85742
AZ0410112,85743
AZ0410112,85745
AZ0410112,85746
AZ0410112,85747
AZ0410112,85748
AZ0410112,85749
AZ0410112,85750
AZ0410112,85755
AZ0410112,85756
AZ0410112,85757
AZ0410150,85653
AZ0410150,85658
AZ0410157,85622
AZ0410164,85704
AZ0410164,85737
AZ0410164,85755
AZ0410169,85641
AZ0410175,85742
AZ0410213,85614
AZ0410262,85614
AZ0410312,85629
AZ0410329,85741
AZ0410329,85742
AZ0410329,85743
AZ0410357,85757
AZ0411004,85120
AZ0411009,85122
AZ0411017,85132
AZ0411019,85623
AZ0411020,85631
AZ0411021,85713
AZ0411030,85131
AZ0411039,85119
AZ0411039,85120
AZ0411066,85132
AZ0411115,85131
AZ0411117,85739
AZ0411128,85140
AZ0411128,85142
AZ0411128,85143
AZ0411131,85138
AZ0411136,85132
AZ0411328,85138
AZ0411328,85139
AZ0411328,85172
AZ0411705,85132
AZ0412004,85621
AZ0412011,85648
AZ0413012,86351
AZ0413015,86322
AZ0413024,86324
AZ0413025,86326
AZ0413044,86303
AZ0413045,86301
AZ0413045,86303
AZ0413045,86305
AZ0413045,86313
AZ0413045,86323
AZ0413046,85226
AZ0413046,86335
AZ0413046,86342
AZ0413048,86314
AZ0413048,86315
AZ0413048,86327
AZ0413087,86323
AZ0413106,86326
AZ0413187,86323
AZ0414004,85367
AZ0414005,85336
AZ0414005,85349
AZ0414015,85350
AZ0414024,85364
AZ0414024,85365
AZ0414080,85365
AZ0414082,85369
AZ0414099,85349
AZ0420018,85337
AZ0420423,85719
AZ0420549,85707
AZ0420557,85374
AZ0420567,85747
AZ0420570,85704
CA0110001,94536
CA0110001,94537
CA0110001,94538
CA0110001,94539
CA0110001,94544
CA0110001,94552
CA0110001,94555
CA0110001,94560
CA0110001,94587
CA0110003,94550
CA0110003,94551
CA0110003,94566
CA0110005,94501
CA0110005,94502
CA0110005,94506
CA0110005,94507
CA0110005,94523
CA0110005,94525
CA0110005,94526
CA0110005,94528
CA0110005,94530
CA0110005,94541
CA0110005,94542
CA0110005,94544
CA0110005,94545
CA0110005,94546
CA0110005,94547
CA0110005,94549
CA0110005,94552
CA0110005,94553
CA0110005,94556
CA0110005,94563
CA0110005,94564
CA0110005,94568
CA0110005,94569
CA0110005,94572
CA0110005,94577
CA0110005,94578
CA0110005,94579
CA0110005,94580
CA0110005,94582
CA0110005,94583
CA0110005,94595
CA0110005,94596
CA0110005,94597
CA0110005,94598
CA0110005,94601
CA0110005,94602
CA0110005,94603
CA0110005,94605
CA0110005,94606
CA0110005,94607
CA0110005,94608
CA0110005,94609
CA0110005,94610
CA0110005,94611
CA0110005,94612
CA0110005,94613
CA0110005,94618
CA0110005,94619
CA0110005,94621
CA0110005,94702
CA0110005,94703
CA0110005,94704
CA0110005,94705
CA0110005,94706
CA0110005,94707
CA0110005,94708
CA0110005,94709
CA0110005,94710
CA0110005,94720
CA0110005,94801
CA0110005,94803
CA0110005,94804
CA0110005,94805
CA0110005,94806
CA0110006,94541
CA0110006,94543
CA0110006,94544
CA0110008,94566
CA0110008,94588
CA0110009,94568
CA0110009,94582
CA0110011,94550
CA0110011,94551
CA0110701,94550
CA0210002,95646
CA0300037,95640
CA0310001,95642
CA0310002,95640
CA0310003,95601
CA0310003,95642
CA0310003,95685
CA0310003,95699
CA0310012,95665
CA0310012,95666
CA0400070,95965
CA0410002,95926
CA0410002,95928
CA0410002,95951
CA0410002,95963
CA0410002,95973
CA0410005,95965
CA0410005,95966
CA0410006,95965
CA0410006,95966
CA0410007,95967
CA0410007,95969
CA0410008,95965
CA0410011,95954
CA0510001,95222
CA0510001,95247
CA0510001,95251
CA0510002,95232
CA0510002,95245
CA0510002,95248
CA0510002,95249
CA0510003,95221
CA0510003,95222
CA0510006,95226
CA0510006,95252
CA0510009,95223
CA0510016,95223
CA0510016,95224
CA0510016,95233
CA0510016,95247
CA0510017,95228
CA0610002,95932
CA0610004,95987
CA0710001,94509
CA0710001,94531
CA0710002,94565
CA0710003,94517
CA0710003,94518
CA0710003,94519
CA0710003,94520
CA0710003,94521
CA0710003,94523
CA0710003,94553
CA0710003,94569
CA0710003,94596
CA0710003,94597
CA0710003,94598
CA0710004,94513
CA0710006,94523
CA0710006,94553
CA0710007,94561
CA0710008,94565
CA0710009,94505
CA0810001,95531
CA0900649,96150
CA0900659,95735
CA0910001,95613
CA0910001,95619
CA0910001,95623
CA0910001,95651
CA0910001,95667
CA0910001,95672
CA0910001,95682
CA0910001,95684
CA0910001,95709
CA0910001,95726
CA0910001,95762
CA0910002,96150
CA0910002,96158
CA0910003,95667
CA0910013,95614
CA0910013,95633
CA0910013,95634
CA0910013,95635
CA0910013,95664
CA1010001,93727
CA1010003,93611
CA1010003,93612
CA1010003,93619
CA1010003,93727
CA1010004,93210
CA1010005,93622
CA1010006,93625
CA1010007,93701
CA1010007,93702
CA1010007,93703
CA1010007,93704
CA1010007,93705
CA1010007,93706
CA1010007,93710
CA1010007,93711
CA1010007,93720
CA1010007,93721
CA1010007,93722
CA1010007,93723
CA1010007,93725
CA1010007,93726
CA1010007,93727
CA1010007,93728
CA1010007,93730
CA1010018,93630
CA1010019,93631
CA1010020,93242
CA1010021,93640
CA1010023,93646
CA1010024,93625
CA1010024,93662
CA1010025,93648
CA1010026,93650
CA1010026,93704
CA1010026,93710
CA1010026,93711
CA1010026,93720
CA1010027,93654
CA1010029,93657
CA1010034,93660
CA1010042,93725
CA1010044,93234
CA1010339,93740
CA1110001,95963
CA1110003,95988
CA1210001,95518
CA1210001,95521
CA1210001,95524
CA1210002,95519
CA1210002,95525
CA1210004,95501
CA1210004,95503
CA1210006,95540
CA1210009,95501
CA1210009,95503
CA1210009,95537
CA1210012,95540
